ID,LAND,TID,INDHOLD,SITC
1843,Laos,2020,6194,Maskiner og transportmidler
1844,Laos,2021,14854,Maskiner og transportmidler
1856,Lesotho,2018,332,Maskiner og transportmidler
1857,Lesotho,2019,2602,Maskiner og transportmidler
1858,Lesotho,2020,262,Maskiner og transportmidler
1859,Lesotho,2021,1054,Maskiner og transportmidler
1871,Letland,2018,505850,Maskiner og transportmidler
1872,Letland,2019,433158,Maskiner og transportmidler
1873,Letland,2020,369922,Maskiner og transportmidler
1874,Letland,2021,531791,Maskiner og transportmidler
1886,Libanon,2018,68459,Maskiner og transportmidler
1887,Libanon,2019,65916,Maskiner og transportmidler
1888,Libanon,2020,29822,Maskiner og transportmidler
1889,Libanon,2021,43017,Maskiner og transportmidler
1901,Liberia,2018,5914,Maskiner og transportmidler
1902,Liberia,2019,6810,Maskiner og transportmidler
1903,Liberia,2020,8007,Maskiner og transportmidler
1904,Liberia,2021,138518,Maskiner og transportmidler
