,LAND,TID,INDHOLD,SITC
3896,Wallis og Futuna,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
3897,Wallis og Futuna,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
3898,Wallis og Futuna,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
3899,Wallis og Futuna,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
3911,Yemen,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
3912,Yemen,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
3913,Yemen,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
3914,Yemen,2021,34,"levende dyr, fødevarer, drikkevarer og tobak"
3926,Zambia,2018,7918,"levende dyr, fødevarer, drikkevarer og tobak"
3927,Zambia,2019,2057,"levende dyr, fødevarer, drikkevarer og tobak"
3928,Zambia,2020,6356,"levende dyr, fødevarer, drikkevarer og tobak"
3929,Zambia,2021,12228,"levende dyr, fødevarer, drikkevarer og tobak"
3941,Zimbabwe,2018,4536,"levende dyr, fødevarer, drikkevarer og tobak"
3942,Zimbabwe,2019,3092,"levende dyr, fødevarer, drikkevarer og tobak"
3943,Zimbabwe,2020,4136,"levende dyr, fødevarer, drikkevarer og tobak"
3944,Zimbabwe,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
3956,Ækvatorialguinea,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
3957,Ækvatorialguinea,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
3958,Ækvatorialguinea,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
3959,Ækvatorialguinea,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
3971,Østrig,2018,694128,"levende dyr, fødevarer, drikkevarer og tobak"
3972,Østrig,2019,658529,"levende dyr, fødevarer, drikkevarer og tobak"
3973,Østrig,2020,682449,"levende dyr, fødevarer, drikkevarer og tobak"
3974,Østrig,2021,684755,"levende dyr, fødevarer, drikkevarer og tobak"
3986,Østtimor,2018,0,"levende dyr, fødevarer, drikkevarer og tobak"
3987,Østtimor,2019,0,"levende dyr, fødevarer, drikkevarer og tobak"
3988,Østtimor,2020,0,"levende dyr, fødevarer, drikkevarer og tobak"
3989,Østtimor,2021,0,"levende dyr, fødevarer, drikkevarer og tobak"
